"participantid_in_session","participantcode","playerid_in_group","attack","endowment","playertullock","production","opponent_production","playertotal_production","arming","opponent_arming","playertotal_arming","playerprize","playerprob","playerprob_percent","opponent_attack","win_conflict","playerearnings","playerpayoff4","playerpayround4","belief_attack","belief_arming","playerproduction_est","playertype","groupid_in_subsession","grouptullock","period","sessioncode","treatment","playerpayoff1","playerpayoff2","playerpayoff3","comp1","comp2","likestowin","compulsive","playerr1","playerr2","playerr3","playerr4","playerr5","playerr6","playerr7","playerr8","playerr9","playerr10","playeractive","playerpassive","playerl1","playerl2","playerl3","playerl4","playerl5","playerl6","playerhead","playergamble","playersend","playerback","playerreturn1","playerreturn2","playerreturn3","playerreturn4","playerreturn5","playerreturn6","playerreturn7","playerreturn8","playerreturn9","playerspieler1","playerspieler2","playerrole1","playerpayround1","playerpayround2","playerfinal_payoff","playerfinal_payoff_help","auszahlung","age","male","playerdem_study","bachelor","playerdem_understand","playerattack_profit","playerattack_spite","playerattack_super","playerattack_fight1","playerattack_fight2","playerattack_encourage","playerattack_chance","playerattack_mistake","playerattack_understand","playernoattack_risk","playernoattack_efficient","playernoattack_ownprofit","playernoattack_otherprofit","playernoattack_discourage","playernoattack_mistake","playernoattack_understand","playerarming_attack","playerarming_security","playerarming_noattack","playerarming_inefficient","playerarming_unequala1","playerarming_unequala2","playerarming_unequalb1","playerarming_unequalb2","playerarming_understand","id","session","indep_obs","conflict","rel_arming","arm_def","arm_att","unarmed_peace","Strategies3","choose_UP","choose_UC","choose_AP","choose_AC","riskaverse","econstudent"
7,"4goskum7",1,1,80,1,15,15,30,65,105,170,14,0.382352948188782,38,1,0,0,0,NA,NA,NA,NA,1,7,1,7,"e4y6khl6",0,80,-10,8,7,7,9,6,0,0,1,1,1,0,0,0,0,0,40,40,1,1,0,0,0,0,1,1,8,NA,0,2,4,12,16,17,24,27,32,8,0,1,2,1,78,7.80000019073486,8,19,1,3,1,3,0,0,1,0,0,0,1,3,3,3,2,3,1,3,3,3,0,0,3,3,0,3,NA,NA,3,43,15,15,1,0.8125,NA,65,0,4,0,0,0,1,0.727272727272727,0
7,"4goskum7",1,1,80,1,15,55,70,65,65,130,32,0.5,50,0,1,32,NA,NA,NA,NA,NA,NA,6,1,3,"e4y6khl6",0,80,-10,8,7,7,9,6,0,0,1,1,1,0,0,0,0,0,40,40,1,1,0,0,0,0,1,1,8,NA,0,2,4,12,16,17,24,27,32,8,0,1,2,1,78,7.80000019073486,8,19,1,3,1,3,0,0,1,0,0,0,1,3,3,3,2,3,1,3,3,3,0,0,3,3,0,3,NA,NA,3,43,15,15,1,0.8125,NA,65,0,4,0,0,0,1,0.727272727272727,0
7,"4goskum7",1,1,80,1,15,60,75,65,60,125,34,0.519999980926514,52,1,0,0,NA,NA,NA,NA,NA,NA,1,1,5,"e4y6khl6",0,80,-10,8,7,7,9,6,0,0,1,1,1,0,0,0,0,0,40,40,1,1,0,0,0,0,1,1,8,NA,0,2,4,12,16,17,24,27,32,8,0,1,2,1,78,7.80000019073486,8,19,1,3,1,3,0,0,1,0,0,0,1,3,3,3,2,3,1,3,3,3,0,0,3,3,0,3,NA,NA,3,43,15,15,1,0.8125,NA,65,0,4,0,0,0,1,0.727272727272727,0
7,"4goskum7",1,1,80,1,15,70,85,65,50,115,38,0.56521737575531,57,1,1,38,NA,NA,NA,NA,NA,NA,7,1,6,"e4y6khl6",0,80,-10,8,7,7,9,6,0,0,1,1,1,0,0,0,0,0,40,40,1,1,0,0,0,0,1,1,8,NA,0,2,4,12,16,17,24,27,32,8,0,1,2,1,78,7.80000019073486,8,19,1,3,1,3,0,0,1,0,0,0,1,3,3,3,2,3,1,3,3,3,0,0,3,3,0,3,NA,NA,3,43,15,15,1,0.8125,NA,65,0,4,0,0,0,1,0.727272727272727,0
7,"4goskum7",1,1,80,1,15,100,115,65,20,85,52,0.764705896377563,76,0,1,52,NA,NA,NA,NA,NA,NA,7,1,4,"e4y6khl6",0,80,-10,8,7,7,9,6,0,0,1,1,1,0,0,0,0,0,40,40,1,1,0,0,0,0,1,1,8,NA,0,2,4,12,16,17,24,27,32,8,0,1,2,1,78,7.80000019073486,8,19,1,3,1,3,0,0,1,0,0,0,1,3,3,3,2,3,1,3,3,3,0,0,3,3,0,3,NA,NA,3,43,15,15,1,0.8125,NA,65,0,4,0,0,0,1,0.727272727272727,0
7,"4goskum7",1,1,80,1,20,60,80,60,60,120,36,0.5,50,1,1,36,NA,NA,NA,NA,NA,NA,7,1,2,"e4y6khl6",0,80,-10,8,7,7,9,6,0,0,1,1,1,0,0,0,0,0,40,40,1,1,0,0,0,0,1,1,8,NA,0,2,4,12,16,17,24,27,32,8,0,1,2,1,78,7.80000019073486,8,19,1,3,1,3,0,0,1,0,0,0,1,3,3,3,2,3,1,3,3,3,0,0,3,3,0,3,NA,NA,3,43,15,15,1,0.75,NA,60,0,4,0,0,0,1,0.727272727272727,0
8,"4x82mrso",2,1,120,1,20,80,100,100,0,100,45,1,100,0,1,45,NA,NA,NA,NA,NA,NA,3,1,6,"x7h85wfe",0,60,-20,22,8,8,8,5,0,1,1,1,1,0,0,0,0,1,40,20,1,1,1,0,0,0,1,1,12,0,0,0,4,6,6,8,9,10,12,2,0,0,6,3,94,9.39999961853027,9.5,23,1,11,1,3,1,1,2,0,0,2,1,3,3,3,3,3,3,3,3,3,0,0,3,3,NA,NA,0,4,3,50,29,29,1,0.833333333333333,NA,100,0,4,0,0,0,1,0.363636363636364,0
8,"4x82mrso",2,1,120,1,30,40,70,90,40,130,32,0.692307710647583,69,1,1,32,32,NA,NA,NA,NA,2,2,1,7,"x7h85wfe",0,60,-20,22,8,8,8,5,0,1,1,1,1,0,0,0,0,1,40,20,1,1,1,0,0,0,1,1,12,0,0,0,4,6,6,8,9,10,12,2,0,0,6,3,94,9.39999961853027,9.5,23,1,11,1,3,1,1,2,0,0,2,1,3,3,3,3,3,3,3,3,3,0,0,3,3,NA,NA,0,4,3,50,29,29,1,0.75,NA,90,0,4,0,0,0,1,0.363636363636364,0
8,"4x82mrso",2,1,120,1,50,50,100,70,30,100,45,0.699999988079071,70,0,1,45,NA,NA,0,40,40,NA,1,1,1,"x7h85wfe",0,60,-20,22,8,8,8,5,0,1,1,1,1,0,0,0,0,1,40,20,1,1,1,0,0,0,1,1,12,0,0,0,4,6,6,8,9,10,12,2,0,0,6,3,94,9.39999961853027,9.5,23,1,11,1,3,1,1,2,0,0,2,1,3,3,3,3,3,3,3,3,3,0,0,3,3,NA,NA,0,4,3,50,29,29,1,0.583333333333333,NA,70,0,4,0,0,0,1,0.363636363636364,0
8,"4x82mrso",2,1,120,1,40,70,110,80,10,90,50,0.888888895511627,89,0,0,0,NA,NA,NA,NA,NA,NA,7,1,3,"x7h85wfe",0,60,-20,22,8,8,8,5,0,1,1,1,1,0,0,0,0,1,40,20,1,1,1,0,0,0,1,1,12,0,0,0,4,6,6,8,9,10,12,2,0,0,6,3,94,9.39999961853027,9.5,23,1,11,1,3,1,1,2,0,0,2,1,3,3,3,3,3,3,3,3,3,0,0,3,3,NA,NA,0,4,3,50,29,29,1,0.666666666666667,NA,80,0,4,0,0,0,1,0.363636363636364,0
8,"4x82mrso",2,1,120,1,60,10,70,60,70,130,32,0.461538463830948,46,1,0,0,NA,NA,NA,NA,NA,NA,4,1,5,"x7h85wfe",0,60,-20,22,8,8,8,5,0,1,1,1,1,0,0,0,0,1,40,20,1,1,1,0,0,0,1,1,12,0,0,0,4,6,6,8,9,10,12,2,0,0,6,3,94,9.39999961853027,9.5,23,1,11,1,3,1,1,2,0,0,2,1,3,3,3,3,3,3,3,3,3,0,0,3,3,NA,NA,0,4,3,50,29,29,1,0.5,NA,60,0,4,0,0,0,1,0.363636363636364,0
8,"4x82mrso",2,1,120,1,30,20,50,90,60,150,22,0.600000023841858,60,1,1,22,NA,NA,NA,NA,NA,NA,6,1,4,"x7h85wfe",0,60,-20,22,8,8,8,5,0,1,1,1,1,0,0,0,0,1,40,20,1,1,1,0,0,0,1,1,12,0,0,0,4,6,6,8,9,10,12,2,0,0,6,3,94,9.39999961853027,9.5,23,1,11,1,3,1,1,2,0,0,2,1,3,3,3,3,3,3,3,3,3,0,0,3,3,NA,NA,0,4,3,50,29,29,1,0.75,NA,90,0,4,0,0,0,1,0.363636363636364,0
8,"4x82mrso",2,1,120,1,50,20,70,70,60,130,32,0.538461565971375,54,1,0,0,NA,NA,NA,NA,NA,NA,7,1,2,"x7h85wfe",0,60,-20,22,8,8,8,5,0,1,1,1,1,0,0,0,0,1,40,20,1,1,1,0,0,0,1,1,12,0,0,0,4,6,6,8,9,10,12,2,0,0,6,3,94,9.39999961853027,9.5,23,1,11,1,3,1,1,2,0,0,2,1,3,3,3,3,3,3,3,3,3,0,0,3,3,NA,NA,0,4,3,50,29,29,1,0.583333333333333,NA,70,0,4,0,0,0,1,0.363636363636364,0
13,"5e2s5n97",2,1,120,1,51,10,61,69,70,139,27,0.496402889490128,50,1,1,27,NA,NA,NA,NA,NA,NA,1,1,6,"a9g7r98j",0,80,-10,11,10,9,9,5,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,1,1,10,5,0,0,0,3,5,7,0,10,12,0,0,0,2,1,81,8.10000038146973,8.5,24,1,10,1,3,1,1,2,1,1,1,1,3,3,3,2,2,2,3,3,3,0,1,3,3,NA,NA,0,2,3,57,8,8,1,0.575,NA,69,0,4,0,0,0,1,0.363636363636364,0
13,"5e2s5n97",2,1,120,1,45,10,55,75,70,145,25,0.517241358757019,52,1,1,25,NA,NA,NA,NA,NA,NA,1,1,3,"a9g7r98j",0,80,-10,11,10,9,9,5,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,1,1,10,5,0,0,0,3,5,7,0,10,12,0,0,0,2,1,81,8.10000038146973,8.5,24,1,10,1,3,1,1,2,1,1,1,1,3,3,3,2,2,2,3,3,3,0,1,3,3,NA,NA,0,2,3,57,8,8,1,0.625,NA,75,0,4,0,0,0,1,0.363636363636364,0
13,"5e2s5n97",2,1,120,1,49,60,109,71,20,91,49,0.780219793319702,78,0,1,49,0,NA,NA,NA,NA,2,7,1,7,"a9g7r98j",0,80,-10,11,10,9,9,5,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,1,1,10,5,0,0,0,3,5,7,0,10,12,0,0,0,2,1,81,8.10000038146973,8.5,24,1,10,1,3,1,1,2,1,1,1,1,3,3,3,2,2,2,3,3,3,0,1,3,3,NA,NA,0,2,3,57,8,8,1,0.591666666666667,NA,71,0,4,0,0,0,1,0.363636363636364,0
13,"5e2s5n97",2,1,120,1,41,79,120,79,1,80,54,0.987500011920929,99,0,1,54,NA,NA,0,40,40,NA,3,1,1,"a9g7r98j",0,80,-10,11,10,9,9,5,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,1,1,10,5,0,0,0,3,5,7,0,10,12,0,0,0,2,1,81,8.10000038146973,8.5,24,1,10,1,3,1,1,2,1,1,1,1,3,3,3,2,2,2,3,3,3,0,1,3,3,NA,NA,0,2,3,57,8,8,1,0.658333333333333,NA,79,0,4,0,0,0,1,0.363636363636364,0
13,"5e2s5n97",2,0,120,1,110,0,110,10,80,90,50,0.111111111938953,11,1,0,0,NA,NA,NA,NA,NA,NA,4,1,4,"a9g7r98j",0,80,-10,11,10,9,9,5,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,1,1,10,5,0,0,0,3,5,7,0,10,12,0,0,0,2,1,81,8.10000038146973,8.5,24,1,10,1,3,1,1,2,1,1,1,1,3,3,3,2,2,2,3,3,3,0,1,3,3,NA,NA,0,2,3,57,8,8,1,0.0833333333333333,10,NA,0,2,0,0,1,0,0.363636363636364,0
13,"5e2s5n97",2,0,120,1,46,25,71,74,55,129,32,0.573643386363983,57,1,1,32,NA,NA,NA,NA,NA,NA,6,1,2,"a9g7r98j",0,80,-10,11,10,9,9,5,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,1,1,10,5,0,0,0,3,5,7,0,10,12,0,0,0,2,1,81,8.10000038146973,8.5,24,1,10,1,3,1,1,2,1,1,1,1,3,3,3,2,2,2,3,3,3,0,1,3,3,NA,NA,0,2,3,57,8,8,1,0.616666666666667,74,NA,0,2,0,0,1,0,0.363636363636364,0
13,"5e2s5n97",2,1,120,1,45,0,45,75,80,155,20,0.483870953321457,48,1,0,0,NA,NA,NA,NA,NA,NA,2,1,5,"a9g7r98j",0,80,-10,11,10,9,9,5,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,1,1,10,5,0,0,0,3,5,7,0,10,12,0,0,0,2,1,81,8.10000038146973,8.5,24,1,10,1,3,1,1,2,1,1,1,1,3,3,3,2,2,2,3,3,3,0,1,3,3,NA,NA,0,2,3,57,8,8,1,0.625,NA,75,0,4,0,0,0,1,0.363636363636364,0
6,"5j64tzka",1,1,80,1,40,30,70,40,90,130,32,0.307692319154739,31,1,1,32,NA,NA,NA,NA,NA,NA,6,1,6,"x7h85wfe",0,80,30,30,3,2,9,7,0,0,0,0,1,0,0,0,0,1,40,40,1,1,1,1,1,1,0,1,6,16,0,4,6,8,12,14,14,16,16,10,14,0,6,3,140,14,14,33,0,13,0,3,4,4,4,1,1,4,4,3,3,0,0,0,2,4,3,3,2,2,1,1,2,1,NA,NA,3,64,29,29,1,0.5,NA,40,0,4,0,0,0,1,0.272727272727273,0
6,"5j64tzka",1,0,80,1,79,60,139,1,60,61,63,0.0163934417068958,2,1,0,0,0,NA,NA,NA,NA,1,4,1,7,"x7h85wfe",0,80,30,30,3,2,9,7,0,0,0,0,1,0,0,0,0,1,40,40,1,1,1,1,1,1,0,1,6,16,0,4,6,8,12,14,14,16,16,10,14,0,6,3,140,14,14,33,0,13,0,3,4,4,4,1,1,4,4,3,3,0,0,0,2,4,3,3,2,2,1,1,2,1,NA,NA,3,64,29,29,1,0.0125,1,NA,0,2,0,0,1,0,0.272727272727273,0
6,"5j64tzka",1,0,80,1,75,70,145,5,50,55,65,0.0909090936183929,9,1,0,0,NA,NA,NA,NA,NA,NA,5,1,4,"x7h85wfe",0,80,30,30,3,2,9,7,0,0,0,0,1,0,0,0,0,1,40,40,1,1,1,1,1,1,0,1,6,16,0,4,6,8,12,14,14,16,16,10,14,0,6,3,140,14,14,33,0,13,0,3,4,4,4,1,1,4,4,3,3,0,0,0,2,4,3,3,2,2,1,1,2,1,NA,NA,3,64,29,29,1,0.0625,5,NA,0,2,0,0,1,0,0.272727272727273,0
6,"5j64tzka",1,0,80,1,79,40,119,1,80,81,54,0.0123456791043282,1,1,0,0,NA,NA,0,20,100,NA,3,1,1,"x7h85wfe",0,80,30,30,3,2,9,7,0,0,0,0,1,0,0,0,0,1,40,40,1,1,1,1,1,1,0,1,6,16,0,4,6,8,12,14,14,16,16,10,14,0,6,3,140,14,14,33,0,13,0,3,4,4,4,1,1,4,4,3,3,0,0,0,2,4,3,3,2,2,1,1,2,1,NA,NA,3,64,29,29,1,0.0125,1,NA,0,2,0,0,1,0,0.272727272727273,0
6,"5j64tzka",1,0,80,0,70,120,190,10,0,10,86,1,100,0,NA,70,NA,NA,NA,NA,NA,NA,5,0,2,"x7h85wfe",0,80,30,30,3,2,9,7,0,0,0,0,1,0,0,0,0,1,40,40,1,1,1,1,1,1,0,1,6,16,0,4,6,8,12,14,14,16,16,10,14,0,6,3,140,14,14,33,0,13,0,3,4,4,4,1,1,4,4,3,3,0,0,0,2,4,3,3,2,2,1,1,2,1,NA,NA,3,64,29,29,0,0.125,10,NA,0,2,0,0,1,0,0.272727272727273,0
6,"5j64tzka",1,0,80,1,70,40,110,10,80,90,50,0.111111111938953,11,1,1,50,NA,NA,NA,NA,NA,NA,7,1,3,"x7h85wfe",0,80,30,30,3,2,9,7,0,0,0,0,1,0,0,0,0,1,40,40,1,1,1,1,1,1,0,1,6,16,0,4,6,8,12,14,14,16,16,10,14,0,6,3,140,14,14,33,0,13,0,3,4,4,4,1,1,4,4,3,3,0,0,0,2,4,3,3,2,2,1,1,2,1,NA,NA,3,64,29,29,1,0.125,10,NA,0,2,0,0,1,0,0.272727272727273,0
6,"5j64tzka",1,0,80,1,75,40,115,5,80,85,52,0.0588235296308994,6,1,0,0,NA,NA,NA,NA,NA,NA,6,1,5,"x7h85wfe",0,80,30,30,3,2,9,7,0,0,0,0,1,0,0,0,0,1,40,40,1,1,1,1,1,1,0,1,6,16,0,4,6,8,12,14,14,16,16,10,14,0,6,3,140,14,14,33,0,13,0,3,4,4,4,1,1,4,4,3,3,0,0,0,2,4,3,3,2,2,1,1,2,1,NA,NA,3,64,29,29,1,0.0625,5,NA,0,2,0,0,1,0,0.272727272727273,0
14,"6ldfr8d4",2,0,120,1,100,40,140,20,40,60,63,0.333333343267441,33,1,1,63,NA,NA,NA,NA,NA,NA,5,1,6,"x7h85wfe",0,80,-20,15,8,7,6,2,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,1,1,16,NA,0,0,0,5,8,15,16,18,20,16,15,1,6,3,75,7.5,7.5,19,1,12,1,3,0,1,0,2,1,2,1,3,3,0,2,1,2,3,3,3,0,1,1,2,NA,NA,1,1,3,71,29,29,1,0.166666666666667,20,NA,0,2,0,0,1,0,0.454545454545455,1
14,"6ldfr8d4",2,1,120,1,60,0,60,60,80,140,27,0.428571432828903,43,1,0,0,NA,NA,NA,NA,NA,NA,3,1,4,"x7h85wfe",0,80,-20,15,8,7,6,2,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,1,1,16,NA,0,0,0,5,8,15,16,18,20,16,15,1,6,3,75,7.5,7.5,19,1,12,1,3,0,1,0,2,1,2,1,3,3,0,2,1,2,3,3,3,0,1,1,2,NA,NA,1,1,3,71,29,29,1,0.5,NA,60,0,4,0,0,0,1,0.454545454545455,1
14,"6ldfr8d4",2,1,120,1,40,50,90,80,30,110,40,0.727272748947144,73,0,1,40,NA,NA,0,55,25,NA,7,1,1,"x7h85wfe",0,80,-20,15,8,7,6,2,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,1,1,16,NA,0,0,0,5,8,15,16,18,20,16,15,1,6,3,75,7.5,7.5,19,1,12,1,3,0,1,0,2,1,2,1,3,3,0,2,1,2,3,3,3,0,1,1,2,NA,NA,1,1,3,71,29,29,1,0.666666666666667,NA,80,0,4,0,0,0,1,0.454545454545455,1
14,"6ldfr8d4",2,0,120,1,110,0,110,10,80,90,50,0.111111111938953,11,1,0,0,0,NA,NA,NA,NA,2,1,1,7,"x7h85wfe",0,80,-20,15,8,7,6,2,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,1,1,16,NA,0,0,0,5,8,15,16,18,20,16,15,1,6,3,75,7.5,7.5,19,1,12,1,3,0,1,0,2,1,2,1,3,3,0,2,1,2,3,3,3,0,1,1,2,NA,NA,1,1,3,71,29,29,1,0.0833333333333333,10,NA,0,2,0,0,1,0,0.454545454545455,1
14,"6ldfr8d4",2,0,120,1,80,0,80,40,80,120,36,0.333333343267441,33,1,1,36,NA,NA,NA,NA,NA,NA,3,1,5,"x7h85wfe",0,80,-20,15,8,7,6,2,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,1,1,16,NA,0,0,0,5,8,15,16,18,20,16,15,1,6,3,75,7.5,7.5,19,1,12,1,3,0,1,0,2,1,2,1,3,3,0,2,1,2,3,3,3,0,1,1,2,NA,NA,1,1,3,71,29,29,1,0.333333333333333,40,NA,0,2,0,0,1,0,0.454545454545455,1
14,"6ldfr8d4",2,1,120,1,20,20,40,100,60,160,18,0.625,62,1,0,0,NA,NA,NA,NA,NA,NA,5,1,3,"x7h85wfe",0,80,-20,15,8,7,6,2,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,1,1,16,NA,0,0,0,5,8,15,16,18,20,16,15,1,6,3,75,7.5,7.5,19,1,12,1,3,0,1,0,2,1,2,1,3,3,0,2,1,2,3,3,3,0,1,1,2,NA,NA,1,1,3,71,29,29,1,0.833333333333333,NA,100,0,4,0,0,0,1,0.454545454545455,1
14,"6ldfr8d4",2,0,120,0,120,70,190,0,10,10,86,0,0,0,NA,120,NA,NA,NA,NA,NA,NA,5,0,2,"x7h85wfe",0,80,-20,15,8,7,6,2,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,1,1,16,NA,0,0,0,5,8,15,16,18,20,16,15,1,6,3,75,7.5,7.5,19,1,12,1,3,0,1,0,2,1,2,1,3,3,0,2,1,2,3,3,3,0,1,1,2,NA,NA,1,1,3,71,29,29,0,0,0,NA,0,1,1,0,0,0,0.454545454545455,1
5,"6on5rh76",1,0,80,1,50,50,100,30,70,100,45,0.300000011920929,30,1,0,0,NA,NA,1,60,60,NA,5,1,1,"x7h85wfe",0,80,30,22,4,3,9,5,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,0,1,10,NA,0,2,4,6,8,10,12,14,16,10,14,1,6,3,132,13.1999998092651,13.5,19,0,3,1,3,2,2,1,1,1,3,3,3,2,2,2,2,2,2,3,3,0,0,3,2,0,3,NA,NA,3,78,29,29,1,0.375,30,NA,0,2,0,0,1,0,0.363636363636364,0
5,"6on5rh76",1,1,80,1,5,75,80,75,45,120,36,0.625,62,1,0,0,0,NA,NA,NA,NA,1,5,1,7,"x7h85wfe",0,80,30,22,4,3,9,5,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,0,1,10,NA,0,2,4,6,8,10,12,14,16,10,14,1,6,3,132,13.1999998092651,13.5,19,0,3,1,3,2,2,1,1,1,3,3,3,2,2,2,2,2,2,3,3,0,0,3,2,0,3,NA,NA,3,78,29,29,1,0.9375,NA,75,0,4,0,0,0,1,0.363636363636364,0
5,"6on5rh76",1,1,80,1,20,20,40,60,100,160,18,0.375,38,1,1,18,NA,NA,NA,NA,NA,NA,5,1,3,"x7h85wfe",0,80,30,22,4,3,9,5,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,0,1,10,NA,0,2,4,6,8,10,12,14,16,10,14,1,6,3,132,13.1999998092651,13.5,19,0,3,1,3,2,2,1,1,1,3,3,3,2,2,2,2,2,2,3,3,0,0,3,2,0,3,NA,NA,3,78,29,29,1,0.75,NA,60,0,4,0,0,0,1,0.363636363636364,0
5,"6on5rh76",1,1,80,1,10,70,80,70,50,120,36,0.583333313465118,58,1,0,0,NA,NA,NA,NA,NA,NA,2,1,6,"x7h85wfe",0,80,30,22,4,3,9,5,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,0,1,10,NA,0,2,4,6,8,10,12,14,16,10,14,1,6,3,132,13.1999998092651,13.5,19,0,3,1,3,2,2,1,1,1,3,3,3,2,2,2,2,2,2,3,3,0,0,3,2,0,3,NA,NA,3,78,29,29,1,0.875,NA,70,0,4,0,0,0,1,0.363636363636364,0
5,"6on5rh76",1,1,80,1,20,40,60,60,80,140,27,0.428571432828903,43,1,0,0,NA,NA,NA,NA,NA,NA,6,1,2,"x7h85wfe",0,80,30,22,4,3,9,5,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,0,1,10,NA,0,2,4,6,8,10,12,14,16,10,14,1,6,3,132,13.1999998092651,13.5,19,0,3,1,3,2,2,1,1,1,3,3,3,2,2,2,2,2,2,3,3,0,0,3,2,0,3,NA,NA,3,78,29,29,1,0.75,NA,60,0,4,0,0,0,1,0.363636363636364,0
5,"6on5rh76",1,1,80,1,10,60,70,70,60,130,32,0.538461565971375,54,0,0,0,NA,NA,NA,NA,NA,NA,5,1,5,"x7h85wfe",0,80,30,22,4,3,9,5,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,0,1,10,NA,0,2,4,6,8,10,12,14,16,10,14,1,6,3,132,13.1999998092651,13.5,19,0,3,1,3,2,2,1,1,1,3,3,3,2,2,2,2,2,2,3,3,0,0,3,2,0,3,NA,NA,3,78,29,29,1,0.875,NA,70,0,4,0,0,0,1,0.363636363636364,0
5,"6on5rh76",1,1,80,1,20,30,50,60,90,150,22,0.400000005960464,40,1,0,0,NA,NA,NA,NA,NA,NA,6,1,4,"x7h85wfe",0,80,30,22,4,3,9,5,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,0,1,10,NA,0,2,4,6,8,10,12,14,16,10,14,1,6,3,132,13.1999998092651,13.5,19,0,3,1,3,2,2,1,1,1,3,3,3,2,2,2,2,2,2,3,3,0,0,3,2,0,3,NA,NA,3,78,29,29,1,0.75,NA,60,0,4,0,0,0,1,0.363636363636364,0
1,"704bhzdm",1,1,80,1,40,110,150,40,10,50,68,0.800000011920929,80,0,1,68,NA,NA,NA,NA,NA,NA,1,1,6,"zlc5ls51",0,100,30,54,10,10,10,6,0,0,1,1,1,0,0,1,1,1,40,60,1,1,0,0,0,0,0,1,4,10,0,2,3,4,5,6,7,20,10,16,10,0,2,1,249,24.8999996185303,25,22,1,9,1,2,3,2,2,1,3,1,0,0,4,3,3,2,2,2,0,0,3,2,1,1,0,0,NA,NA,3,85,1,1,1,0.5,NA,40,0,4,0,0,0,1,0.181818181818182,0
1,"704bhzdm",1,1,80,1,80,100,180,0,20,20,81,0,0,0,0,0,NA,NA,0,20,100,NA,1,1,1,"zlc5ls51",0,100,30,54,10,10,10,6,0,0,1,1,1,0,0,1,1,1,40,60,1,1,0,0,0,0,0,1,4,10,0,2,3,4,5,6,7,20,10,16,10,0,2,1,249,24.8999996185303,25,22,1,9,1,2,3,2,2,1,3,1,0,0,4,3,3,2,2,2,0,0,3,2,1,1,0,0,NA,NA,3,85,1,1,1,0,NA,0,0,3,0,1,0,0,0.181818181818182,0
1,"704bhzdm",1,1,80,1,50,120,170,30,0,30,76,1,100,0,1,76,NA,NA,NA,NA,NA,NA,1,1,2,"zlc5ls51",0,100,30,54,10,10,10,6,0,0,1,1,1,0,0,1,1,1,40,60,1,1,0,0,0,0,0,1,4,10,0,2,3,4,5,6,7,20,10,16,10,0,2,1,249,24.8999996185303,25,22,1,9,1,2,3,2,2,1,3,1,0,0,4,3,3,2,2,2,0,0,3,2,1,1,0,0,NA,NA,3,85,1,1,1,0.375,NA,30,0,4,0,0,0,1,0.181818181818182,0
1,"704bhzdm",1,1,80,1,45,100,145,35,20,55,65,0.636363625526428,64,1,1,65,NA,NA,NA,NA,NA,NA,7,1,5,"zlc5ls51",0,100,30,54,10,10,10,6,0,0,1,1,1,0,0,1,1,1,40,60,1,1,0,0,0,0,0,1,4,10,0,2,3,4,5,6,7,20,10,16,10,0,2,1,249,24.8999996185303,25,22,1,9,1,2,3,2,2,1,3,1,0,0,4,3,3,2,2,2,0,0,3,2,1,1,0,0,NA,NA,3,85,1,1,1,0.4375,NA,35,0,4,0,0,0,1,0.181818181818182,0
1,"704bhzdm",1,1,80,1,30,80,110,50,40,90,50,0.555555582046509,56,0,1,50,65,NA,NA,NA,NA,1,1,1,7,"zlc5ls51",0,100,30,54,10,10,10,6,0,0,1,1,1,0,0,1,1,1,40,60,1,1,0,0,0,0,0,1,4,10,0,2,3,4,5,6,7,20,10,16,10,0,2,1,249,24.8999996185303,25,22,1,9,1,2,3,2,2,1,3,1,0,0,4,3,3,2,2,2,0,0,3,2,1,1,0,0,NA,NA,3,85,1,1,1,0.625,NA,50,0,4,0,0,0,1,0.181818181818182,0
